model,epoch,phase,epock_loss,epoch_acc
finetune,52,test,0.3508937559400996,0.8775
finetune,53,train,0.3900767601446973,0.8609722222222222
finetune,53,test,0.3799684851616621,0.869375
finetune,54,train,0.40590514053073196,0.8534722222222222
finetune,54,test,0.36814246006309986,0.8704166666666666
finetune,55,train,0.4002137309809526,0.86125
finetune,55,test,0.3483393197258314,0.8758333333333334
finetune,56,train,0.38790683328277537,0.8658333333333333
finetune,56,test,0.34613115270932515,0.8777083333333333
finetune,57,train,0.4014495465573337,0.85875
finetune,57,test,0.3347531532247861,0.8816666666666667
finetune,58,train,0.3939635089784861,0.8598611111111111
finetune,58,test,0.34857553501923877,0.8764583333333333
finetune,59,train,0.4001018788499965,0.8588888888888889
finetune,59,test,0.3668354881306489,0.8729166666666667
finetune,60,train,0.3997922397653262,0.8581944444444445
finetune,60,test,0.3278649412964781,0.8839583333333333
finetune,61,train,0.41444725152519013,0.8529166666666667
finetune,61,test,0.34050663482397797,0.8802083333333334
finetune,62,train,0.3982492949234115,0.8597222222222223
finetune,62,test,0.35504806745797396,0.8745833333333334
finetune,63,train,0.40721857643789716,0.8515277777777778
finetune,63,test,0.3480328547706207,0.8772916666666667
finetune,64,train,0.39887047208017773,0.8573611111111111
finetune,64,test,0.34708734589318435,0.87625
finetune,65,train,0.41787143354614575,0.8509722222222222
finetune,65,test,0.37095130449781816,0.8725
finetune,66,train,0.4002915894240141,0.8566666666666667
finetune,66,test,0.34638557317356267,0.8789583333333333
finetune,67,train,0.40388033244344923,0.8561111111111112
finetune,67,test,0.36151064425706864,0.874375
finetune,68,train,0.41107809899581804,0.8554166666666667
finetune,68,test,0.3512878310556213,0.875625
finetune,69,train,0.41720298163592817,0.8530555555555556
finetune,69,test,0.3315260502199332,0.8835416666666667
finetune,70,train,0.39992519221372075,0.86375
finetune,70,test,0.3731458706284563,0.8683333333333333
finetune,71,train,0.39150291033089163,0.8652777777777778
finetune,71,test,0.35376923814415934,0.8754166666666666
finetune,72,train,0.39393037983112866,0.8566666666666667
finetune,72,test,0.3477702846502264,0.875
